-9223372036854775808,-9223372036854775808
99566405130451785,3740
103461966971048042,-405
98926509885559666,2330
98767991860392497,310
98926509892121852,170
99294153824386385,-1085
99294153828264740,605
98767991877340524,4285
98767991930907107,-1955
98926509883054987,-1230
98926509884398584,-2000
103461966981927044,1250
103461966975897718,-245
99566405123587075,-455
99566405124618295,2345
99566405126602853,1000
99566405127798575,-605
99566405128626825,2180
99566405129589291,-120
103461966951059521,1890
103461966965149786,1215
98767991940181526,235
99322214689444546,-320
99322214695067838,-660
98767991926151025,3880
98767991866488695,1045
101383793567806688,-1000
101383793569248484,-785
101383793574360315,1550
101383793572656373,-595
100205576309502431,-335
99566408221114231,660
99566408219409348,-15
99566408217955692,1800
99566408217116828,-975
101383793195758800,-75
100205576307813373,450
99566408222831088,505
98767991959203254,355
99566406332122275,-500
99566406338282437,1085
98767991921462763,650
99566406332987990,2975
99566406334639907,1625
101383792891050518,-2495
101383792887446028,-1910
103535282124208038,935
98767991949608898,615
102235771678061291,3025
99566406069969565,-1865
99566406065437842,800
99566406066182955,-900
99566406070802758,-450
99566406064558732,1860
103495716886587312,-745
103495716836203404,-1075
103535282138043022,740
103535282158162659,3405
103535282140533402,-470
103535282143744679,720
103535282146169523,-585
103535282148790975,-120
103535282151674574,-265
103535282135552642,910
103535282113853330,-1200
100205573496804586,-2955
99566404581868574,-1265
102747101562758215,-1390
100725845018863243,5970
100725845022060229,-585
98767991853197861,6000
99566404579461230,-240
99871276356460471,-630
99566404585387054,615
100205573495116443,6585
102747101565183056,-2170
104016416551172375,190
101428372603715124,-615
101428372605353526,2405
101428372607057464,-1605
103535282119620510,420
101428372598668846,-1295
100285330168091787,4105
101428372602011186,-1225
101428372600307248,480
99566408561605102,-125
98767991935149427,1370
99566408562477641,1300
101383792559569368,100
99566408358330419,885
99566408356697119,1650
99566405944694628,-220
102825747701670848,-125
103935421249833954,-180
103935523328473675,860
103935468920814040,610
102787200134790084,1385
103877625775457850,1670
102787200155434012,1340
103877675241047720,3325
102787200120306562,1195
103935530333072898,2625
102787200129022886,915
103935567188806885,370
103935642731826448,940
102787200145472495,295
103877554248683116,110
103877891572305836,-490
103877908090914662,320
102787200130988976,-460
103877589042434434,1125
103877879209300619,210
103877756742242918,645
103878020539746273,-55
103877976717529187,510
103877951616192529,140
102787200132955066,1430
103877925817094140,325
102787200126663579,790
103877774634323825,220
102787200149928963,1635
99566404855553726,195
99566404852189289,2000
99566404854685458,1050
99566404848691211,5
104212455500985426,480
104212474149188693,410
104234362586443283,305
104234144258996303,295
104211677548295324,270
104228817622043824,640
101422616509070746,1265
103743162394217975,455
104251016988118464,750
101428372830010965,-400
99566406493155041,1020
104367082616536883,35
104367068120825486,3280
98767991897792379,-90
98767991846127102,775
104367077419533265,-40
99566406490127625,1435
104367072827489994,-70
104367099322647716,-270
104710369093939895,690
104710359142494900,-385
104710343016706538,280
103935446548920777,1265
104710354840711661,925
104710316579222193,615
104710429139492585,310
