-9223372036854775808,-9223372036854775808
99566405130451785,3930
103461966971048042,-455
98926509885559666,2130
98767991860392497,-230
98926509892121852,290
99294153824386385,-1125
99294153828264740,1165
98767991877340524,4395
98767991930907107,-1885
98926509883054987,-1750
98926509884398584,-1560
103461966981927044,1230
103461966975897718,-5
99566405123587075,-575
99566405124618295,2125
99566405126602853,1200
99566405127798575,-325
99566405128626825,1720
99566405129589291,-300
103461966951059521,1820
103461966965149786,1335
98767991940181526,445
99322214689444546,-10
99322214695067838,-790
98767991926151025,3690
98767991866488695,1615
101383793567806688,-1610
101383793569248484,-775
101383793574360315,1160
101383793572656373,-515
100205576309502431,-75
99566408221114231,530
99566408219409348,-305
99566408217955692,1880
99566408217116828,-1135
101383793195758800,-25
100205576307813373,680
99566408222831088,735
98767991959203254,335
99566406332122275,-500
99566406338282437,1475
98767991921462763,300
99566406332987990,2905
99566406334639907,2235
101383792891050518,-2585
101383792887446028,-2180
103535282124208038,775
98767991949608898,925
102235771678061291,3145
99566406069969565,-2085
99566406065437842,550
99566406066182955,-610
99566406070802758,-540
99566406064558732,1800
103495716886587312,-445
103495716836203404,-1325
103535282138043022,620
103535282158162659,3355
103535282140533402,0
103535282143744679,520
103535282146169523,-205
103535282148790975,-340
103535282151674574,165
103535282135552642,720
103535282113853330,-1300
100205573496804586,-2655
99566404581868574,-1425
102747101562758215,-1330
100725845018863243,5940
100725845022060229,-875
98767991853197861,6350
99566404579461230,-290
99871276356460471,-200
99566404585387054,485
100205573495116443,5795
102747101565183056,-2000
104016416551172375,360
101428372603715124,-935
101428372605353526,2205
101428372607057464,-1625
103535282119620510,280
101428372598668846,-745
100285330168091787,4255
101428372602011186,-1445
101428372600307248,550
99566408561605102,-365
98767991935149427,1260
99566408562477641,1470
101383792559569368,210
99566408358330419,755
99566408356697119,1400
99566405944694628,-120
102825747701670848,-135
103935421249833954,-320
103935523328473675,1120
103935468920814040,430
102787200134790084,1655
103877625775457850,1370
102787200155434012,1160
103877675241047720,2885
102787200120306562,1665
103935530333072898,2395
102787200129022886,595
103935567188806885,400
103935642731826448,730
102787200145472495,175
103877554248683116,200
103877891572305836,-790
103877908090914662,370
102787200130988976,-630
103877589042434434,885
103877879209300619,290
103877756742242918,685
103878020539746273,215
103877976717529187,260
